"type","density","pressure","velocity:0","velocity:1","velocity:2","domain","Points:0","Points:1","Points:2"
1,1010.3,35541,-0.050502,0,-16.477,0,0.043162,0.00425,0.075525
1,1008.4,28825,-0.26008,0,-13.731,0,0.026659,0.00425,0.32463
0,1027.1,97247,0,0,0,0,-0.00425,0.00425,0.27625
1,1011,37728,0.21093,0,-17.258,0,0.050538,0.00425,0.31717
0,1007.7,26048,0,0,0,0,-0.01275,0.00425,0.14025
0,1000,4.3723,0,0,0,0,-0.02125,0.00425,0.02125
0,1000,4.3723,0,0,0,0,-0.02125,0.00425,0.87975
1,1010.1,34752,-0.11601,0,-14.216,0,0.030558,0.00425,0.045926
1,1023,82269,-0.34396,0,-15.076,0,0.036358,0.00425,0.045891
0,1007.1,24438,0,0,0,0,-0.01275,0.00425,0.10625
0,1033.5,1.2272e+05,0,0,0,0,-0.00425,0.00425,0.14025
0,1016.7,58539,0,0,0,0,-0.00425,0.00425,0.19975
0,1001.7,5615.9,0,0,0,0,-0.01275,0.00425,0.19975
0,1005.2,17560,0,0,0,0,-0.01275,0.00425,0.21675
0,1003.8,12298,0,0,0,0,-0.01275,0.00425,0.13175
0,1000,2.7274,0,0,0,0,-0.02125,0.00425,0.21675
0,1019.2,67497,0,0,0,0,-0.00425,0.00425,0.16575
0,1021.7,76311,0,0,0,0,-0.00425,0.00425,0.20825
0,1004.5,15166,0,0,0,0,-0.01275,0.00425,0.02975
0,1003.6,12426,0,0,0,0,-0.01275,0.00425,0.22525
0,1000,11.043,0,0,0,0,-0.02125,0.00425,0.03825
0,1000,6.6476,0,0,0,0,-0.02125,0.00425,0.12325
0,1005.3,17747,0,0,0,0,-0.01275,0.00425,0.07225
0,1022.7,80284,0,0,0,0,-0.00425,0.00425,0.02125
0,1022.7,80284,0,0,0,0,-0.00425,0.00425,0.87975
1,1018,63294,-0.68361,0,-12.68,0,0.021436,0.00425,0.38436
0,1005.1,17105,0,0,0,0,-0.01275,0.00425,-0.00425
0,1005.1,17105,0,0,0,0,-0.01275,0.00425,0.85425
0,1000,3.9014,0,0,0,0,-0.02125,0.00425,0.25925
0,1000,3.2387,0,0,0,0,-0.02125,0.00425,0.19975
0,1031.9,1.1727e+05,0,0,0,0,-0.00425,0.00425,0.21675
0,1000,4.5426,0,0,0,0,-0.02125,0.00425,0.11475
1,1017.8,63177,-0.35712,0,-18.439,0,0.069476,0.00425,0.1449
0,1028.4,1.0316e+05,0,0,0,0,-0.00425,0.00425,0.18275
0,1005.5,18698,0,0,0,0,-0.01275,0.00425,0.38675
1,1009.2,31493,0.55434,0,-17.114,0,0.050485,0.00425,0.015174
1,1009.2,31493,0.55434,0,-17.114,0,0.050485,0.00425,0.87367
0,1003.6,11917,0,0,0,0,-0.01275,0.00425,0.20825
1,1017.9,62772,-0.14014,0,-17.23,0,0.057018,0.00425,0.31265
0,1000,6.19,0,0,0,0,-0.02125,0.00425,0.10625
0,1002.3,8025.8,0,0,0,0,-0.01275,0.00425,0.15725
0,1000,5.1998,0,0,0,0,-0.02125,0.00425,0.02975
0,1021.6,76753,0,0,0,0,-0.00425,0.00425,0.23375
0,1003.6,12538,0,0,0,0,-0.01275,0.00425,0.25925
0,1005,17118,0,0,0,0,-0.01275,0.00425,0.18275
0,1000,3.9746,0,0,0,0,-0.02125,0.00425,0.17425
0,1019.8,70356,0,0,0,0,-0.00425,0.00425,0.01275
0,1019.8,70356,0,0,0,0,-0.00425,0.00425,0.87125
0,1000,19.585,0,0,0,0,-0.02125,0.00425,0.25075
0,1000,3.6746,0,0,0,0,-0.02125,0.00425,0.00425
0,1000,3.6746,0,0,0,0,-0.02125,0.00425,0.86275
1,1009,30496,-0.2947,0,-16.356,0,0.04492,0.00425,-0.028668
1,1009,30496,-0.2947,0,-16.356,0,0.04492,0.00425,0.82983
0,1003.5,11787,0,0,0,0,-0.01275,0.00425,0.01275
0,1003.5,11787,0,0,0,0,-0.01275,0.00425,0.87125
0,1000,4.134,0,0,0,0,-0.02125,0.00425,0.01275
0,1000,4.134,0,0,0,0,-0.02125,0.00425,0.87125
0,1000,2.5204,0,0,0,0,-0.02125,0.00425,0.20825
0,1000,3.3267,0,0,0,0,-0.02125,0.00425,-0.00425
0,1000,3.3267,0,0,0,0,-0.02125,0.00425,0.85425
0,1004.2,14603,0,0,0,0,-0.01275,0.00425,0.11475
0,1000,3.59,0,0,0,0,-0.02125,0.00425,0.18275
0,1027.1,97667,0,0,0,0,-0.00425,0.00425,0.17425
0,1027.7,99606,0,0,0,0,-0.00425,0.00425,0.02975
0,1034.4,1.2667e+05,0,0,0,0,-0.00425,0.00425,0.03825
0,1008.6,28979,0,0,0,0,-0.00425,0.00425,0.06375
0,1000,3.3537,0,0,0,0,-0.02125,0.00425,0.22525
0,1030,1.0835e+05,0,0,0,0,-0.00425,0.00425,0.24225
0,1027.3,99530,0,0,0,0,-0.00425,0.00425,0.00425
0,1027.3,99530,0,0,0,0,-0.00425,0.00425,0.86275
0,1004.5,15049,0,0,0,0,-0.01275,0.00425,0.17425
0,1022.2,79500,0,0,0,0,-0.00425,0.00425,0.19125
0,1003.9,13011,0,0,0,0,-0.01275,0.00425,0.02125
0,1003.9,13011,0,0,0,0,-0.01275,0.00425,0.87975
0,1006.8,22945,0,0,0,0,-0.01275,0.00425,0.24225
0,1003.1,10653,0,0,0,0,-0.01275,0.00425,0.19125
0,1000,52.193,0,0,0,0,-0.02125,0.00425,0.42075
0,1026.3,94426,0,0,0,0,-0.00425,0.00425,-0.00425
0,1026.3,94426,0,0,0,0,-0.00425,0.00425,0.85425
0,1034.9,1.2937e+05,0,0,0,0,-0.00425,0.00425,0.25075
0,1000,3.8085,0,0,0,0,-0.02125,0.00425,0.19125
1,1014.9,51901,-0.00057258,0,-18.216,0,0.070554,0.00425,0.28135
1,1016.4,57692,-0.4978,0,-14.255,0,0.030813,0.00425,0.20987
1,1012.8,43965,0.15311,0,-10.955,0,0.010204,0.00425,0.32861
0,1015.6,54987,0,0,0,0,-0.00425,0.00425,0.12325
0,1000,4.7996,0,0,0,0,-0.02125,0.00425,0.36125
0,1000,4.5276,0,0,0,0,-0.02125,0.00425,0.23375
0,1038.3,1.4413e+05,0,0,0,0,-0.00425,0.00425,0.10625
0,1026.8,96359,0,0,0,0,-0.00425,0.00425,0.31025
0,1025.3,89528,0,0,0,0,-0.00425,0.00425,0.09775
1,1006.1,20725,0.16671,0,-13.58,0,0.024579,0.00425,0.16063
1,1016.5,57903,0.22613,0,-13.331,0,0.024058,0.00425,0.13638
0,1019.2,68582,0,0,0,0,-0.00425,0.00425,0.15725
0,1023.7,84210,0,0,0,0,-0.00425,0.00425,0.07225
0,1000,61.793,0,0,0,0,-0.02125,0.00425,0.14025
1,1022.2,78992,0.32333,0,-13.572,0,0.02141,0.00425,0.33971
0,1003.8,12611,0,0,0,0,-0.01275,0.00425,0.23375
0,1005.9,20352,0,0,0,0,-0.01275,0.00425,0.14875
0,1000,3.7001,0,0,0,0,-0.02125,0.00425,0.31025
0,1000,6.1813,0,0,0,0,-0.02125,0.00425,0.05525
0,1035.8,1.3408e+05,0,0,0,0,-0.00425,0.00425,0.04675
1,1019.5,69015,-0.14213,0,-17.245,0,0.057753,0.00425,0.28326
0,1000,8.6159,0,0,0,0,-0.02125,0.00425,0.14875
0,1000,15.268,0,0,0,0,-0.02125,0.00425,0.04675
0,1000,4.6136,0,0,0,0,-0.02125,0.00425,0.24225
1,1008.9,30738,-0.99278,0,-11.166,0,0.012223,0.00425,0.28997
0,1023.6,83639,0,0,0,0,-0.00425,0.00425,0.34425
0,1002.3,7526.2,0,0,0,0,-0.01275,0.00425,0.06375
1,1013.7,47584,-0.36249,0,-13.781,0,0.027456,0.00425,0.35686
1,1010.4,36171,0.56568,0,-13.172,0,0.023189,0.00425,0.088318
0,1001.7,5743.3,0,0,0,0,-0.01275,0.00425,0.08925
1,1005.9,19841,0.29869,0,-18.794,0,0.06922,0.00425,0.20132
1,1016.7,58717,0.40086,0,-16.013,0,0.044463,0.00425,0.26938
0,1000,5.1177,0,0,0,0,-0.02125,0.00425,0.07225
0,1015.6,55787,0,0,0,0,-0.00425,0.00425,0.05525
0,1003.7,12614,0,0,0,0,-0.01275,0.00425,0.08075
0,1005.3,17734,0,0,0,0,-0.01275,0.00425,0.09775
0,1019.7,68412,0,0,0,0,-0.00425,0.00425,0.13175
0,1000,5.6551,0,0,0,0,-0.02125,0.00425,0.09775
0,1022,79706,0,0,0,0,-0.00425,0.00425,0.25925
0,1000,5.5284,0,0,0,0,-0.02125,0.00425,0.08925
1,1005.2,17983,-0.35339,0,-17.31,0,0.048335,0.00425,0.15843
0,1000,3.4098,0,0,0,0,-0.02125,0.00425,0.16575
1,1003,10062,0.5707,0,-14.073,0,0.028145,0.00425,0.37182
0,1012.8,44294,0,0,0,0,-0.00425,0.00425,0.08925
0,1000,5.8485,0,0,0,0,-0.02125,0.00425,0.08075
0,1000,5.3887,0,0,0,0,-0.02125,0.00425,0.32725
0,1027.8,1.0263e+05,0,0,0,0,-0.00425,0.00425,0.11475
0,1006.9,23431,0,0,0,0,-0.01275,0.00425,0.03825
1,1013.3,46062,0.11571,0,-16.389,0,0.045515,0.00425,0.34606
1,1010,34258,-0.61194,0,-15.912,0,0.041935,0.00425,0.09648
0,1000,5.4278,0,0,0,0,-0.02125,0.00425,0.06375
1,1016.1,56014,-0.49408,0,-10.817,0,0.012552,0.00425,0.12966
1,1013,44811,-0.0055741,0,-13.281,0,0.024489,0.00425,-0.017356
1,1013,44811,-0.0055741,0,-13.281,0,0.024489,0.00425,0.84114
1,1019.4,68660,0.035119,0,-15.749,0,0.0389,0.00425,0.23537
0,1007.1,24248,0,0,0,0,-0.01275,0.00425,0.25075
1,1015.5,54211,0.24237,0,-14.842,0,0.034856,0.00425,0.32456
1,1005.2,17965,-0.76408,0,-10.576,0,0.010553,0.00425,0.058631
0,1017.3,62323,0,0,0,0,-0.00425,0.00425,0.39525
1,1016.3,56949,0.20648,0,-12.883,0,0.020893,0.00425,0.37409
0,1002.5,8730.7,0,0,0,0,-0.01275,0.00425,0.05525
1,1009.8,33487,0.35742,0,-10.738,0,0.010383,0.00425,0.18932
1,997.31,-9368,0.3636,0,-9.9462,0,0.0088134,0.00425,-0.0060092
1,997.31,-9368,0.3636,0,-9.9462,0,0.0088134,0.00425,0.85249
0,1002.5,8371.1,0,0,0,0,-0.01275,0.00425,0.33575
0,1001.5,5143,0,0,0,0,-0.01275,0.00425,0.12325
0,1000,5.2446,0,0,0,0,-0.02125,0.00425,0.13175
0,1020.7,74485,0,0,0,0,-0.00425,0.00425,0.08075
1,1017.7,62864,0.41774,0,-10.86,0,0.0129,0.00425,0.25991
1,1011.6,40131,0.048119,0,-18.173,0,0.063748,0.00425,0.16169
0,1031.1,1.1495e+05,0,0,0,0,-0.00425,0.00425,0.14875
1,1020.3,71959,-0.25782,0,-18.188,0,0.066146,0.00425,0.11529
1,997.71,-7601.7,0.5024,0,-9.9749,0,0.0095244,0.00425,0.014134
1,997.71,-7601.7,0.5024,0,-9.9749,0,0.0095244,0.00425,0.87263
0,1000,4.2442,0,0,0,0,-0.02125,0.00425,0.15725
1,1016.4,57735,0.095404,0,-11.003,0,0.011433,0.00425,-0.022113
1,1016.4,57735,0.095404,0,-11.003,0,0.011433,0.00425,0.83639
1,1020,70849,0.2927,0,-15.647,0,0.036735,0.00425,0.26492
1,1008.6,30030,-0.25115,0,-10.631,0,0.011956,0.00425,0.40043
1,1016.4,57496,-0.67597,0,-13.628,0,0.024502,0.00425,0.34658
1,1010.3,35714,-0.29179,0,-17.697,0,0.048482,0.00425,0.12345
1,1006.2,20937,0.63237,0,-10.401,0,0.012194,0.00425,0.29285
1,1012.8,44099,0.16239,0,-10.738,0,0.010128,0.00425,0.14667
1,1010.4,35389,0.18151,0,-10.701,0,0.012943,0.00425,0.12554
0,1000,4.3101,0,0,0,0,-0.02125,0.00425,0.30175
1,1014.9,51840,-0.64832,0,-11.017,0,0.0098454,0.00425,0.026488
1,1015.2,53164,-0.55194,0,-14.372,0,0.03164,0.00425,0.21623
1,1008.4,28809,-0.042509,0,-13.995,0,0.028536,0.00425,0.024082
1,1008.4,28809,-0.042509,0,-13.995,0,0.028536,0.00425,0.88258
0,1002.2,7205.2,0,0,0,0,-0.01275,0.00425,0.26775
1,999.9,-447.3,-0.26159,0,-11.156,0,0.0066335,0.00425,0.14142
1,1013.2,45643,-0.043132,0,-11.031,0,0.011288,0.00425,0.054336
1,1015.4,53786,0.13029,0,-17.496,0,0.056069,0.00425,0.057612
1,1017.2,60545,0.016904,0,-15.452,0,0.03806,0.00425,0.29634
1,1009.2,31185,0.74874,0,-10.691,0,0.010282,0.00425,0.081633
1,1003.5,12055,1.0389,0,-10.319,0,0.0094822,0.00425,0.11457
0,1000,25.748,0,0,0,0,-0.02125,0.00425,0.31875
0,1020.7,72811,0,0,0,0,-0.00425,0.00425,0.30175
1,1017,59536,-0.41151,0,-14.269,0,0.028226,0.00425,0.11065
1,1018.8,66374,-0.39582,0,-11.224,0,0.011286,0.00425,0.33604
1,1016.1,56771,0.26536,0,-16.989,0,0.047294,0.00425,0.086098
1,1010.9,37775,0.33057,0,-17.644,0,0.05321,0.00425,0.08513
1,1009.2,31573,0.12277,0,-17.575,0,0.057137,0.00425,0.33007
1,1010.2,35039,-0.22977,0,-16.174,0,0.044862,0.00425,0.19824
0,1000,3.4509,0,0,0,0,-0.02125,0.00425,0.38675
0,1027,98597,0,0,0,0,-0.00425,0.00425,0.22525
1,1010.3,35372,0.026942,0,-17.483,0,0.048263,0.00425,0.21101
1,1011.3,39317,-0.37429,0,-18.135,0,0.062547,0.00425,0.10187
1,1004,13347,-0.15163,0,-10.429,0,0.0083994,0.00425,0.3533
1,1005,17043,0.46375,0,-18.789,0,0.066224,0.00425,0.01767
1,1005,17043,0.46375,0,-18.789,0,0.066224,0.00425,0.87617
1,1009.1,30857,0.77335,0,-13.579,0,0.027195,0.00425,0.012443
1,1009.1,30857,0.77335,0,-13.579,0,0.027195,0.00425,0.87094
1,1010.5,36403,0.11864,0,-18.283,0,0.065328,0.00425,0.274
1,1009.8,33900,0.12484,0,-18.372,0,0.065976,0.00425,-0.0092501
1,1009.8,33900,0.12484,0,-18.372,0,0.065976,0.00425,0.84925
1,1014.7,51608,-0.072816,0,-17.445,0,0.054874,0.00425,-0.006632
1,1014.7,51608,-0.072816,0,-17.445,0,0.054874,0.00425,0.85187
1,1005.8,19719,0.073073,0,-18.504,0,0.069006,0.00425,0.33883
1,1012.5,43544,0.16296,0,-17.718,0,0.054551,0.00425,0.19267
0,1000,3.8807,0,0,0,0,-0.02125,0.00425,0.26775
1,1016.4,57188,0.0057377,0,-11.249,0,0.012036,0.00425,0.30145
1,1009.8,33764,0.18863,0,-18.006,0,0.059772,0.00425,-0.016649
1,1009.8,33764,0.18863,0,-18.006,0,0.059772,0.00425,0.84185
0,1000,2.8447,0,0,0,0,-0.02125,0.00425,0.27625
0,1006.6,22611,0,0,0,0,-0.01275,0.00425,0.04675
0,1005,16842,0,0,0,0,-0.01275,0.00425,0.31025
1,1004.6,15752,0.49627,0,-18.267,0,0.061009,0.00425,0.19423
1,1014.8,51635,0.29048,0,-10.974,0,0.010371,0.00425,0.39316
0,1005.7,19372,0,0,0,0,-0.01275,0.00425,0.32725
1,1015.3,53336,0.41398,0,-17.655,0,0.05541,0.00425,0.24072
1,1006.2,20965,0.32251,0,-18.722,0,0.064784,0.00425,0.086971
0,1027.7,1.008e+05,0,0,0,0,-0.00425,0.00425,0.28475
1,1016.7,58458,0.0029466,0,-11.103,0,0.0096183,0.00425,-6.402e-05
1,1016.7,58458,0.0029466,0,-11.103,0,0.0096183,0.00425,0.85844
0,1002.1,6875,0,0,0,0,-0.01275,0.00425,0.30175
0,1004.5,15456,0,0,0,0,-0.01275,0.00425,0.28475
0,1002.4,8172.3,0,0,0,0,-0.01275,0.00425,0.29325
1,1025.6,92101,0.17874,0,-12.941,0,0.017757,0.00425,0.27812
1,1014.1,48730,-0.25137,0,-15.136,0,0.039788,0.00425,0.36331
0,1004.4,14709,0,0,0,0,-0.01275,0.00425,0.27625
0,1005.2,17615,0,0,0,0,-0.01275,0.00425,0.00425
0,1005.2,17615,0,0,0,0,-0.01275,0.00425,0.86275
1,1006.6,22479,-0.41017,0,-12.716,0,0.02194,0.00425,0.072376
1,1019.5,68904,-0.059116,0,-11.369,0,0.01411,0.00425,0.36553
1,1015.5,54105,-1.0451,0,-10.673,0,0.011473,0.00425,0.13288
1,1011.8,40739,-0.94519,0,-10.564,0,0.01109,0.00425,0.37392
0,1002.6,8634,0,0,0,0,-0.01275,0.00425,0.16575
1,1009.8,33537,0.17145,0,-17.794,0,0.057292,0.00425,0.23378
0,1000,24.507,0,0,0,0,-0.02125,0.00425,0.41225
1,1007.7,26065,-0.39416,0,-10.583,0,0.0083493,0.00425,0.14083
1,1018.5,65364,-0.45562,0,-12.293,0,0.020007,0.00425,0.24218
1,1003.1,10468,0.62281,0,-17.354,0,0.048972,0.00425,0.03592
1,1018.6,65942,-0.31667,0,-17.262,0,0.048925,0.00425,0.19141
1,1018.6,65409,-0.06424,0,-17.347,0,0.061717,0.00425,0.030634
1,1000.2,556.25,-0.051333,0,-14.725,0,0.03296,0.00425,0.10002
1,1018.4,64885,0.18704,0,-18.128,0,0.069343,0.00425,0.034788
1,1017.5,61888,-0.058161,0,-11.17,0,0.011234,0.00425,0.25781
1,1007,23904,-0.14269,0,-17.705,0,0.057094,0.00425,0.30208
1,1015.2,52868,0.1093,0,-12.393,0,0.017182,0.00425,-0.0041703
1,1015.2,52868,0.1093,0,-12.393,0,0.017182,0.00425,0.85433
1,1015.7,54510,-0.18837,0,-10.995,0,0.011806,0.00425,0.36115
1,1021.1,74748,0.019794,0,-18.191,0,0.069541,0.00425,0.15434
1,1006.5,22094,0.017674,0,-16.188,0,0.043007,0.00425,0.19955
1,1008.5,29166,0.38012,0,-17.305,0,0.052045,0.00425,0.26099
1,1012.6,43468,0.15971,0,-18.156,0,0.0646,0.00425,0.25228
1,1012.5,43428,-0.4376,0,-14.564,0,0.031325,0.00425,-0.0061343
1,1012.5,43428,-0.4376,0,-14.564,0,0.031325,0.00425,0.85237
1,1008.4,28803,0.02886,0,-15.914,0,0.040699,0.00425,0.34293
1,1004.3,14639,-0.36288,0,-9.9762,0,0.0086996,0.00425,0.351
1,1010.7,36994,0.51083,0,-13.08,0,0.022979,0.00425,-0.021052
1,1010.7,36994,0.51083,0,-13.08,0,0.022979,0.00425,0.83745
1,1007.5,25576,0.29648,0,-17.282,0,0.050442,0.00425,0.073027
1,1008.6,29474,0.069836,0,-18.411,0,0.062962,0.00425,0.13141
1,1018.5,65125,-0.27166,0,-18.045,0,0.065066,0.00425,0.0008551
1,1018.5,65125,-0.27166,0,-18.045,0,0.065066,0.00425,0.85936
1,1002.8,9737.4,0.42756,0,-14.137,0,0.028038,0.00425,0.053445
1,1017.3,60803,-0.66722,0,-10.853,0,0.011938,0.00425,0.17032
1,1005.3,17656,0.060143,0,-14.304,0,0.031286,0.00425,0.27476
1,1017,59282,0.81549,0,-15.346,0,0.03664,0.00425,0.056902
1,1006.4,22090,-0.99394,0,-11.127,0,0.0098838,0.00425,0.037294
1,1014,48457,0.11881,0,-15.867,0,0.037576,0.00425,0.065928
1,1012.2,42284,-0.61253,0,-13.91,0,0.029426,0.00425,0.29456
1,1016.8,58862,-0.9629,0,-14.654,0,0.036823,0.00425,0.36114
1,1012.7,43922,0.002467,0,-10.664,0,0.0097288,0.00425,-0.002055
1,1012.7,43922,0.002467,0,-10.664,0,0.0097288,0.00425,0.85644
1,1015,52221,-0.30873,0,-18.469,0,0.068868,0.00425,-0.018504
1,1015,52221,-0.30873,0,-18.469,0,0.068868,0.00425,0.84
1,1006.9,23178,-0.030133,0,-18.395,0,0.070636,0.00425,0.33072
1,1013,45116,0.60481,0,-13.161,0,0.024128,0.00425,0.24991
1,1017.4,61056,0.039833,0,-17.633,0,0.05874,0.00425,0.061533
1,1009.9,33857,0.21186,0,-14.585,0,0.030444,0.00425,0.013049
1,1009.9,33857,0.21186,0,-14.585,0,0.030444,0.00425,0.87155
1,1010.3,35089,0.2285,0,-16.179,0,0.042656,0.00425,0.1437
1,1003.3,11022,0.1052,0,-10.392,0,0.0070915,0.00425,0.04272
1,1012.9,45053,-0.048912,0,-16.564,0,0.048176,0.00425,0.047471
1,1015.9,55714,0.46221,0,-12.563,0,0.018339,0.00425,0.018149
1,1015.9,55714,0.46221,0,-12.563,0,0.018339,0.00425,0.87665
1,1011.1,38196,-0.34816,0,-16.549,0,0.041202,0.00425,0.12916
1,1013.6,47285,-0.18913,0,-14.035,0,0.02615,0.00425,0.18987
1,1018.4,64944,0.72001,0,-10.99,0,0.010206,0.00425,0.22392
1,1015,52341,-0.18491,0,-15.432,0,0.033921,0.00425,0.15353
1,1005.9,19998,1.2095,0,-13.877,0,0.025044,0.00425,0.22848
1,1020,70688,-0.42588,0,-12.479,0,0.018925,0.00425,0.17751
1,992.5,-24004,-0.72675,0,-9.72,0,0.0088288,0.00425,0.23719
1,1015.5,54212,-0.18692,0,-16.153,0,0.044899,0.00425,0.13402
1,1007,23799,-0.11256,0,-14.646,0,0.031167,0.00425,0.16989
1,1006.8,23381,0.0313,0,-14.018,0,0.027639,0.00425,0.1649
1,1010.7,36749,-0.15479,0,-13.741,0,0.024304,0.00425,0.17661
1,1015.7,55084,-0.22984,0,-15.262,0,0.033411,0.00425,0.15341
1,998.65,-4813.4,-0.088977,0,-9.7601,0,0.0085647,0.00425,0.24368
1,1018.5,65379,1.3253,0,-12.963,0,0.019942,0.00425,0.23039
1,1020,71282,0.2643,0,-10.581,0,0.011717,0.00425,0.22854
1,1020.2,72183,0.10773,0,-10.871,0,0.011915,0.00425,0.2288
1,1015.4,53650,-0.28823,0,-13.924,0,0.025412,0.00425,0.18205
1,1012.6,43385,-0.57053,0,-15.967,0,0.03894,0.00425,0.12286
1,1011.2,38716,0.69621,0,-15.264,0,0.034689,0.00425,0.14104
1,1014.1,49043,0.14759,0,-11.566,0,0.015821,0.00425,0.21707
1,1011.4,39163,-0.50396,0,-13.972,0,0.025619,0.00425,0.15098
1,1016,56052,-0.60049,0,-14.859,0,0.036101,0.00425,0.16477
1,1006.5,22255,-0.072775,0,-10.707,0,0.0089634,0.00425,0.21595
1,1014.5,50625,0.40539,0,-13.597,0,0.024525,0.00425,0.19329
1,997.61,-7880,-0.83331,0,-10.966,0,0.0083268,0.00425,0.1804
1,1010.7,36866,0.26698,0,-16.425,0,0.043277,0.00425,0.11194
1,1016.8,59082,-0.22666,0,-11.108,0,0.013189,0.00425,0.20011
0,1000,3.5638,0,0,0,0,-0.02125,0.00425,0.39525
1,1007.4,25248,-0.22634,0,-18.545,0,0.090937,0.00425,-0.025095
1,1007.4,25248,-0.22634,0,-18.545,0,0.090937,0.00425,0.83341
1,1012,41553,-0.11018,0,-16.536,0,0.12641,0.00425,-0.022194
1,1012,41553,-0.11018,0,-16.536,0,0.12641,0.00425,0.83631
1,1012.6,43677,-0.58442,0,-13.218,0,0.14831,0.00425,-0.01796
1,1012.6,43677,-0.58442,0,-13.218,0,0.14831,0.00425,0.84054
1,1017.4,61267,-0.058083,0,-18.398,0,0.097349,0.00425,-0.014703
1,1017.4,61267,-0.058083,0,-18.398,0,0.097349,0.00425,0.8438
1,1008.4,28455,-0.068892,0,-10.303,0,0.16109,0.00425,-0.0099339
1,1008.4,28455,-0.068892,0,-10.303,0,0.16109,0.00425,0.84857
1,1014.3,49873,-0.22142,0,-10.54,0,0.15919,0.00425,-0.006256
1,1014.3,49873,-0.22142,0,-10.54,0,0.15919,0.00425,0.85224
1,1017.9,63231,0.16449,0,-12.459,0,0.14842,0.00425,-0.006503
1,1017.9,63231,0.16449,0,-12.459,0,0.14842,0.00425,0.852
1,1024.3,87116,0.4774,0,-12.498,0,0.1506,0.00425,0.87711
1,1011.1,38190,-0.083318,0,-13.111,0,0.14371,0.00425,0.85762
1,1012.8,44109,0.2772,0,-17.977,0,0.11168,0.00425,0.86444
1,1009.6,33052,-0.097392,0,-14.473,0,0.13721,0.00425,0.86653
1,1017.1,60324,-0.24432,0,-12.75,0,0.14847,0.00425,0.8822
1,1007.6,25914,0.20825,0,-17.572,0,0.11364,0.00425,0.87885
1,1013.3,46561,0.69777,0,-17.769,0,0.10586,0.00425,0.87301
1,1013.5,46980,-0.24945,0,-10.82,0,0.15824,0.00425,0.86249
1,1003,10348,-0.59915,0,-13.48,0,0.1452,0.00425,0.86375
1,1018.3,64345,-0.22074,0,-18.392,0,0.071104,0.00425,0.86166
1,1014.6,50799,0.011299,0,-18.714,0,0.077127,0.00425,0.86045
0,nan,nan,0,0,0,0,-0.02975,-0.00425,0.85425
1,1017.5,61536,-0.22354,0,-18.259,0,0.07989,0.00425,0.8696
1,1008.6,29703,0.21995,0,-18.528,0,0.10623,0.00425,0.86466
1,1022.6,80218,-0.11661,0,-18.138,0,0.091507,0.00425,0.88058
1,1002.9,9925.3,0.25386,0,-18.933,0,0.089322,0.00425,0.86124
0,1000,3.7565,0,0,0,0,0.19125,0.00425,0.86275
1,1016.8,58928,0.17758,0,-15.677,0,0.13063,0.00425,0.86722
0,1028.8,1.0415e+05,0,0,0,0,0.17425,0.00425,0.87125
0,1000,4.1803,0,0,0,0,0.19125,0.00425,0.85425
1,1012,41494,0.86944,0,-14.703,0,0.13687,0.00425,0.8782
1,1022.1,79220,-0.20029,0,-18.16,0,0.094135,0.00425,0.87497
1,1019.7,69924,0.28678,0,-15.503,0,0.12794,0.00425,0.87599
0,1000,3.1834,0,0,0,0,0.19125,0.00425,0.87125
1,1007.8,26447,0.42684,0,-18.769,0,0.07441,0.00425,0.87531
0,nan,nan,0,0,0,0,-0.02975,-0.00425,0.85425
1,1019.7,69958,0.25104,0,-17.859,0,0.1,0.00425,0.87493
1,1013.8,48036,0.47102,0,-15.626,0,0.13149,0.00425,0.88324
1,1010.1,34694,-0.1114,0,-16.955,0,0.11903,0.00425,0.88065
1,1016.8,59016,-0.26449,0,-15.455,0,0.13082,0.00425,0.85898
1,1018.5,64872,0.048569,0,-17.859,0,0.10392,0.00425,0.88345
0,1031.5,1.1555e+05,0,0,0,0,0.17425,0.00425,0.87975
1,1006.4,21609,0.12209,0,-18.632,0,0.099114,0.00425,0.8575
1,1016.4,57776,-0.62611,0,-16.042,0,0.12479,0.00425,0.86813
0,1005.3,17866,0,0,0,0,0.18275,0.00425,0.87125
1,1005.5,18798,0.66385,0,-10.238,0,0.16179,0.00425,0.87531
0,nan,nan,0,0,0,0,-0.02975,-0.00425,0.85425
1,1007.9,26878,0.13225,0,-10.578,0,0.1595,0.00425,0.85569
1,1014.3,50059,0.060366,0,-15.575,0,0.13186,0.00425,0.85561
1,1008.5,29929,0.016163,0,-18.929,0,0.09526,0.00425,0.86615
1,1015.3,53214,0.04169,0,-17.374,0,0.11731,0.00425,0.86002
0,1000,3.2672,0,0,0,0,0.19125,0.00425,0.87975
0,1006,20360,0,0,0,0,0.18275,0.00425,0.87975
0,1021.5,76033,0,0,0,0,0.17425,0.00425,0.86275
1,1014.7,50998,0.47513,0,-10.772,0,0.15907,0.00425,0.86711
1,1010.9,37478,0.49044,0,-14,0,0.14193,0.00425,0.87713
1,1010.3,35412,0.056842,0,-18.826,0,0.081313,0.00425,0.86186
0,1022.4,80171,0,0,0,0,0.17425,0.00425,0.85425
1,1009.7,32886,0.29943,0,-18.796,0,0.079105,0.00425,0.8778
1,1001.1,3936.2,-0.13672,0,-10.129,0,0.16185,0.00425,0.88116
1,1013,45226,0.33258,0,-16.385,0,0.12391,0.00425,0.88282
