"type","density","pressure","velocity:0","velocity:1","velocity:2","domain","Points:0","Points:1","Points:2"
0,1005.6,18978,0,0,0,0,-0.01275,0.00425,0.76925
1,1014.3,49925,-0.46474,0,-13.937,0,0.02754,0.00425,0.4708
1,1016.8,58754,-0.3995,0,-15.679,0,0.041192,0.00425,0.50042
0,1033.8,1.2458e+05,0,0,0,0,-0.00425,0.00425,0.76925
1,1012.8,44443,-0.65066,0,-10.962,0,0.012273,0.00425,0.44476
0,1000,3.3394,0,0,0,0,-0.02125,0.00425,0.76925
0,1001.4,4632,0,0,0,0,-0.01275,0.00425,0.75225
1,1014.1,49130,-0.27074,0,-14.675,0,0.026909,0.00425,0.46518
1,1024.7,88759,0.62088,0,-12.04,0,0.15488,0.00425,0.7026
1,1008.3,28434,0.21651,0,-18.695,0,0.074948,0.00425,0.70353
1,1013.4,46258,0.76006,0,-11.091,0,0.011077,0.00425,0.55719
1,1021.4,76035,-0.62974,0,-12.879,0,0.018757,0.00425,0.72525
1,1012.8,45096,0.48195,0,-15.748,0,0.03578,0.00425,0.60758
0,1002.1,7127.1,0,0,0,0,-0.01275,0.00425,0.59075
1,1006.9,23583,0.31372,0,-14.022,0,0.14161,0.00425,0.76765
1,1009.3,31825,0.16094,0,-10.701,0,0.010546,0.00425,0.82406
1,1012.5,43573,0.025312,0,-16.475,0,0.046788,0.00425,0.55188
1,1011.7,40407,-0.17711,0,-17.584,0,0.11665,0.00425,-0.028872
1,1011.7,40407,-0.17711,0,-17.584,0,0.11665,0.00425,0.82963
0,1000,3.9792,0,0,0,0,-0.02125,0.00425,0.70125
0,1004.9,16478,0,0,0,0,-0.01275,0.00425,-0.02975
0,1004.9,16478,0,0,0,0,-0.01275,0.00425,0.82875
0,1000,2.8597,0,0,0,0,-0.02125,0.00425,-0.02975
0,1000,2.8597,0,0,0,0,-0.02125,0.00425,0.82875
0,1020.3,71375,0,0,0,0,-0.00425,0.00425,0.82025
0,1003.1,10245,0,0,0,0,-0.01275,0.00425,0.82025
0,1000,2.8882,0,0,0,0,-0.02125,0.00425,0.82025
0,1019.4,69079,0,0,0,0,-0.00425,0.00425,0.81175
0,1023.2,81814,0,0,0,0,-0.00425,0.00425,0.72675
1,1010.6,36383,0.15788,0,-15.113,0,0.034171,0.00425,0.51299
1,1013.2,45721,-0.25866,0,-17.506,0,0.05196,0.00425,0.74476
0,1016.7,58647,0,0,0,0,-0.00425,0.00425,0.75225
0,1000,0.76305,0,0,0,0,-0.02125,0.00425,0.73525
1,1015.5,53274,-0.95737,0,-16.379,0,0.12333,0.00425,0.69362
1,1007.3,24873,-0.044107,0,-15.333,0,0.035931,0.00425,0.6353
1,1006,20345,-0.10671,0,-15.402,0,0.036709,0.00425,0.81014
0,1031.1,1.1324e+05,0,0,0,0,-0.00425,0.00425,-0.02975
0,1031.1,1.1324e+05,0,0,0,0,-0.00425,0.00425,0.82875
0,1000,3.7332,0,0,0,0,-0.02125,0.00425,-0.02125
0,1000,3.7332,0,0,0,0,-0.02125,0.00425,0.83725
1,1010.8,37609,0.37605,0,-17.187,0,0.053805,0.00425,0.7158
0,1005.8,19657,0,0,0,0,-0.01275,0.00425,0.73525
1,1011.6,40199,-0.045783,0,-10.621,0,0.15692,0.00425,0.78437
1,1005.4,18413,0.2672,0,-14.528,0,0.030708,0.00425,0.58648
1,1003,10076,0.46234,0,-14.193,0,0.028823,0.00425,0.5573
0,1032.2,1.1801e+05,0,0,0,0,-0.00425,0.00425,0.73525
0,1000,2.6074,0,0,0,0,-0.02125,0.00425,0.74375
1,1017,59912,-0.046182,0,-17.028,0,0.047497,0.00425,0.40644
1,1008.5,28904,-0.40406,0,-16.734,0,0.12711,0.00425,0.73248
0,1003.1,10670,0,0,0,0,-0.01275,0.00425,0.74375
0,1005.4,18328,0,0,0,0,-0.01275,0.00425,0.78625
0,1031.9,1.1682e+05,0,0,0,0,-0.00425,0.00425,0.78625
0,1000,4.4293,0,0,0,0,-0.02125,0.00425,0.79475
1,1018.7,65882,-0.25974,0,-10.934,0,0.013475,0.00425,0.59124
0,1002.3,7785.2,0,0,0,0,-0.01275,0.00425,0.70975
0,1017.7,62106,0,0,0,0,-0.00425,0.00425,0.70975
1,1013.8,48561,0.13625,0,-17.654,0,0.11145,0.00425,0.77264
0,1000,2.8284,0,0,0,0,-0.02125,0.00425,0.71825
0,1003.5,11745,0,0,0,0,-0.01275,0.00425,0.71825
0,1017.8,62374,0,0,0,0,-0.00425,0.00425,0.71825
0,1000,2.0068,0,0,0,0,-0.02125,0.00425,0.72675
0,1005.2,17305,0,0,0,0,-0.01275,0.00425,0.72675
0,1024.1,87899,0,0,0,0,-0.00425,0.00425,0.74375
1,1010.3,35751,-0.19894,0,-14.774,0,0.13762,0.00425,0.78134
0,1001.9,6288.6,0,0,0,0,-0.01275,0.00425,0.70125
0,1004.7,15878,0,0,0,0,-0.01275,0.00425,-0.02125
0,1004.7,15878,0,0,0,0,-0.01275,0.00425,0.83725
0,1029.7,1.0909e+05,0,0,0,0,-0.00425,0.00425,-0.02125
0,1029.7,1.0909e+05,0,0,0,0,-0.00425,0.00425,0.83725
1,1012.4,42855,0.30877,0,-18.007,0,0.064897,0.00425,0.76398
0,1000,3.0656,0,0,0,0,-0.02125,0.00425,0.70975
1,1013.9,48278,-0.4205,0,-14.675,0,0.037107,0.00425,0.47582
1,1010.9,37441,0.60176,0,-15.451,0,0.13564,0.00425,0.81617
1,1009.7,33357,0.69249,0,-15.518,0,0.04054,0.00425,0.56718
1,999.58,-1767.7,0.10221,0,-16.92,0,0.044251,0.00425,0.77755
1,1012.5,43443,0.012756,0,-18.445,0,0.091841,0.00425,-0.019422
1,1012.5,43443,0.012756,0,-18.445,0,0.091841,0.00425,0.83908
1,1009.2,31164,0.10796,0,-15.679,0,0.04106,0.00425,0.45295
1,1011.8,40504,-0.0011655,0,-17.745,0,0.11528,0.00425,0.70225
1,1011.8,40801,-0.46632,0,-14.282,0,0.1407,0.00425,-0.015909
1,1011.8,40801,-0.46632,0,-14.282,0,0.1407,0.00425,0.84259
1,1015.8,55169,0.033621,0,-18.595,0,0.087584,0.00425,0.79024
1,1017.8,62462,-0.18463,0,-11.685,0,0.018193,0.00425,0.77635
1,1016.3,57178,-0.28215,0,-15.841,0,0.04031,0.00425,0.49757
1,1010.1,34676,0.1812,0,-18.512,0,0.07176,0.00425,0.80694
1,1012.8,44149,-0.013176,0,-10.722,0,0.011335,0.00425,0.78116
1,1016.7,58724,-0.078423,0,-17.329,0,0.054844,0.00425,0.76675
1,1001.8,6277.4,1.2978,0,-13.322,0,0.026776,0.00425,0.71766
1,1012.8,44281,-0.19224,0,-16.239,0,0.046242,0.00425,0.79939
1,1006.7,22926,-0.26492,0,-18.869,0,0.076273,0.00425,0.78036
1,1020.9,74472,-0.79938,0,-11.436,0,0.15831,0.00425,0.74315
1,1014.3,49480,0.1866,0,-10.982,0,0.011505,0.00425,0.7831
1,1014.4,50225,-0.33806,0,-13.299,0,0.14475,0.00425,0.71907
1,1009.3,31634,-0.24048,0,-13.089,0,0.021396,0.00425,0.45765
1,1011.4,39626,-0.050692,0,-14.665,0,0.03146,0.00425,0.75125
1,1014.1,48968,0.054935,0,-17.895,0,0.10281,0.00425,0.70293
0,1014,49173,0,0,0,0,-0.00425,0.00425,0.59075
0,1003.7,12271,0,0,0,0,-0.01275,0.00425,0.53975
0,1022.7,80056,0,0,0,0,-0.00425,0.00425,0.53975
1,1017.1,59934,0.15146,0,-13.803,0,0.029512,0.00425,0.69633
0,1000,2.8024,0,0,0,0,-0.02125,0.00425,0.59925
1,1010.4,36122,0.15727,0,-10.37,0,0.010153,0.00425,0.68802
0,1000,1.6592,0,0,0,0,-0.02125,0.00425,0.63325
0,1000,11.122,0,0,0,0,-0.02125,0.00425,0.55675
1,1007,23755,0.54979,0,-15.947,0,0.042827,0.00425,0.68761
0,1004.9,16398,0,0,0,0,-0.01275,0.00425,0.60775
0,1000,2.7291,0,0,0,0,-0.02125,0.00425,0.53975
0,1000,4.1159,0,0,0,0,-0.02125,0.00425,0.59075
0,1000,2.4718,0,0,0,0,-0.02125,0.00425,0.61625
1,1009.8,33233,0.27606,0,-17.644,0,0.11308,0.00425,0.72848
0,1021.1,74777,0,0,0,0,-0.00425,0.00425,0.58225
0,1010.6,35706,0,0,0,0,-0.00425,0.00425,0.59925
0,1005.2,17955,0,0,0,0,-0.01275,0.00425,0.61625
0,1031.2,1.1512e+05,0,0,0,0,-0.00425,0.00425,0.61625
0,1000,12.593,0,0,0,0,-0.02125,0.00425,0.54825
0,1035.9,1.3306e+05,0,0,0,0,-0.00425,0.00425,0.54825
0,1000,2.9512,0,0,0,0,-0.02125,0.00425,0.60775
0,1006.4,21605,0,0,0,0,-0.01275,0.00425,0.54825
0,1000,2.159,0,0,0,0,-0.02125,0.00425,0.62475
0,1002.1,7344.1,0,0,0,0,-0.01275,0.00425,0.62475
1,1009.9,33809,0.038612,0,-18.155,0,0.063115,0.00425,0.74021
0,1003.6,12207,0,0,0,0,-0.01275,0.00425,0.58225
0,1017.4,62023,0,0,0,0,-0.00425,0.00425,0.62475
0,1026,92737,0,0,0,0,-0.00425,0.00425,0.60775
0,1001.5,4748.6,0,0,0,0,-0.01275,0.00425,0.59925
0,1005.3,18240,0,0,0,0,-0.01275,0.00425,0.55675
0,1000,4.2496,0,0,0,0,-0.02125,0.00425,0.58225
0,1033.5,1.2468e+05,0,0,0,0,-0.00425,0.00425,0.55675
1,1011.5,39464,-0.096008,0,-18.936,0,0.08544,0.00425,0.76948
1,1016.5,57828,0.12865,0,-13.573,0,0.02574,0.00425,0.44763
0,1000,3.3618,0,0,0,0,-0.02125,0.00425,0.56525
0,1002.9,9758.7,0,0,0,0,-0.01275,0.00425,0.56525
0,1019.6,70213,0,0,0,0,-0.00425,0.00425,0.56525
0,1000,5.5787,0,0,0,0,-0.02125,0.00425,0.57375
0,1002.9,9511.1,0,0,0,0,-0.01275,0.00425,0.57375
0,1017,59419,0,0,0,0,-0.00425,0.00425,0.57375
0,1016,55145,0,0,0,0,-0.00425,0.00425,0.63325
1,1012.2,42399,0.55165,0,-13.739,0,0.023731,0.00425,0.72448
1,1013.5,46565,-0.080519,0,-14.088,0,0.030995,0.00425,0.45412
1,1005.7,19461,-0.28416,0,-10.583,0,0.011479,0.00425,0.63247
1,1014,48471,-0.074394,0,-10.896,0,0.01148,0.00425,0.50962
1,1017.2,60507,0.14946,0,-18.493,0,0.10353,0.00425,0.73616
1,1008.3,28263,-0.050392,0,-14.989,0,0.035933,0.00425,0.67199
0,1002,6385.2,0,0,0,0,-0.01275,0.00425,0.63325
1,1007.5,25359,0.10812,0,-18.393,0,0.06264,0.00425,0.36888
1,1008.6,29260,-0.58485,0,-10.746,0,0.012201,0.00425,0.53441
1,1021.3,75732,-0.57768,0,-11.47,0,0.015535,0.00425,0.79659
1,1016.9,59028,0.092898,0,-15.856,0,0.040669,0.00425,0.5241
1,1015.5,53850,-0.3546,0,-16.555,0,0.046789,0.00425,0.73245
1,1008.8,30189,0.12994,0,-14.523,0,0.03193,0.00425,0.40956
1,1008.7,29563,0.46741,0,-12.718,0,0.14545,0.00425,0.72771
1,1018,63535,-0.20259,0,-10.719,0,0.011246,0.00425,0.48447
1,1011.7,40674,-0.23529,0,-17.296,0,0.11872,0.00425,-0.015345
1,1011.7,40674,-0.23529,0,-17.296,0,0.11872,0.00425,0.84315
1,1017.9,62642,-0.59117,0,-15.055,0,0.040604,0.00425,0.65301
1,1015.2,53527,0.36041,0,-13.94,0,0.023536,0.00425,0.63316
1,1015.6,54582,0.41158,0,-14.348,0,0.029969,0.00425,0.44687
1,1007,23929,-0.13765,0,-17.51,0,0.11403,0.00425,0.78825
1,1011.2,38609,-0.025546,0,-17.394,0,0.053287,0.00425,0.59044
1,1003.9,13443,0.50537,0,-14.551,0,0.14183,0.00425,0.77505
1,1011.4,39152,-0.21676,0,-13.222,0,0.023636,0.00425,0.82041
1,1004.1,14095,-0.16867,0,-10.489,0,0.161,0.00425,0.81407
1,1011.1,38003,0.1767,0,-18.165,0,0.06369,0.00425,0.77111
1,1003.3,11220,0.16439,0,-16.574,0,0.042495,0.00425,0.78312
1,1009.9,34208,0.20878,0,-12.852,0,0.023635,0.00425,0.59726
1,1018.6,65537,-0.33652,0,-14.046,0,0.030597,0.00425,0.79412
1,1013.6,47008,0.010679,0,-15.374,0,0.13107,0.00425,0.72497
1,1009.3,32058,0.084151,0,-14.049,0,0.14255,0.00425,0.79442
1,1015.4,53839,-0.036536,0,-15.784,0,0.04127,0.00425,0.76363
1,1018.2,64308,-0.70954,0,-18.459,0,0.069981,0.00425,0.17856
1,1008.2,28168,-0.43796,0,-17.479,0,0.055978,0.00425,0.6004
1,1010.5,36485,0.38927,0,-17.937,0,0.06022,0.00425,0.75763
1,1016.9,59282,0.022991,0,-15.939,0,0.1301,0.00425,-0.023538
1,1016.9,59282,0.022991,0,-15.939,0,0.1301,0.00425,0.83496
1,1009.9,34010,0.68949,0,-11.213,0,0.15849,0.00425,0.79282
1,1008.4,28587,0.20592,0,-10.598,0,0.0104,0.00425,0.58464
1,1009.7,33330,0.24355,0,-17.162,0,0.12102,0.00425,0.7128
1,1007.4,25203,0.21578,0,-10.552,0,0.010145,0.00425,0.80785
1,1007,24361,0.76121,0,-14.656,0,0.14058,0.00425,0.70754
1,1015.3,53287,0.13853,0,-15.888,0,0.12871,0.00425,0.75081
1,1010.8,37709,0.082695,0,-18.631,0,0.089696,0.00425,0.74653
1,993.84,-20076,0.99685,0,-9.7438,0,0.0093011,0.00425,0.43534
1,1011.3,38945,0.08633,0,-18.387,0,0.065503,0.00425,0.7519
1,1006.5,22080,0.062177,0,-17.674,0,0.11436,0.00425,0.79455
1,1012.8,44545,0.067797,0,-17.191,0,0.05041,0.00425,0.58758
1,1008.9,30479,0.29591,0,-18.223,0,0.1124,0.00425,0.7654
1,1018.5,65223,-0.00071272,0,-15.53,0,0.041776,0.00425,0.647
0,1003.6,12158,0,0,0,0,-0.01275,0.00425,0.48875
1,1016,56094,-0.51054,0,-10.713,0,0.010558,0.00425,0.48427
1,1019.6,69661,0.1303,0,-11.487,0,0.016035,0.00425,0.62902
1,1020.9,74082,0.14547,0,-18.153,0,0.10038,0.00425,0.74681
1,1011,37778,0.013242,0,-15.595,0,0.038817,0.00425,0.41384
1,1014.3,49872,-0.069739,0,-17.992,0,0.1066,0.00425,0.8176
1,1016.1,55996,-0.21346,0,-16.058,0,0.12716,0.00425,0.80403
1,1019.8,69825,0.054804,0,-17.793,0,0.060754,0.00425,0.70136
1,1008.9,30773,-0.12345,0,-10.59,0,0.012649,0.00425,0.7483
1,1008.7,29684,-0.71222,0,-13.974,0,0.028144,0.00425,0.76025
1,1012.3,42643,-0.30846,0,-18.095,0,0.063182,0.00425,0.80235
1,1003.4,11551,-0.16201,0,-10.624,0,0.009896,0.00425,0.81794
1,1013.6,47301,0.13082,0,-13.31,0,0.027983,0.00425,0.54595
1,1010.2,35320,-0.14361,0,-10.732,0,0.01079,0.00425,0.51873
1,1014.6,50761,-0.59859,0,-10.605,0,0.15748,0.00425,0.81825
1,1010.1,34364,-0.25694,0,-18.794,0,0.089872,0.00425,0.72217
1,1006.8,22859,-0.21798,0,-17.172,0,0.1216,0.00425,0.70482
1,1006.1,20658,-0.11124,0,-17.133,0,0.12363,0.00425,0.73736
1,1013.2,45306,0.2558,0,-15.383,0,0.13868,0.00425,0.73714
1,1014.5,50469,0.1574,0,-18.318,0,0.099302,0.00425,0.78661
1,1018.4,64825,0.078855,0,-18.492,0,0.073635,0.00425,0.73056
1,1007.5,25929,0.057624,0,-15.986,0,0.03664,0.00425,0.53999
0,1000,6.2531,0,0,0,0,-0.02125,0.00425,0.48025
1,1015.4,53479,-0.68122,0,-10.677,0,0.013773,0.00425,0.59859
1,1012.4,43014,0.006839,0,-18.742,0,0.081828,0.00425,-0.023875
1,1012.4,43014,0.006839,0,-18.742,0,0.081828,0.00425,0.83463
1,1018,63285,0.69259,0,-13.042,0,0.1499,0.00425,0.79799
1,1018.6,65720,0.31765,0,-10.953,0,0.011792,0.00425,0.68541
1,1010.9,37792,0.26628,0,-10.612,0,0.014687,0.00425,0.75395
1,1008.4,28488,-0.29819,0,-13.585,0,0.025572,0.00425,0.8222
1,1013,45127,-0.31321,0,-17.658,0,0.059503,0.00425,0.79809
1,1022.1,78858,-0.24314,0,-11.932,0,0.012059,0.00425,0.42509
1,1024.7,88765,0.90982,0,-11.627,0,0.15659,0.00425,-0.0154
1,1024.7,88765,0.90982,0,-11.627,0,0.15659,0.00425,0.8431
1,1006.6,22324,0.25445,0,-17.162,0,0.044804,0.00425,0.6024
1,1011.2,38286,-0.34584,0,-16.409,0,0.046538,0.00425,0.6566
1,1017.5,61896,-0.79348,0,-13.293,0,0.021041,0.00425,0.73522
1,1011.1,38207,-0.20842,0,-10.431,0,0.15857,0.00425,0.8215
1,1009.1,31217,-0.19281,0,-13.872,0,0.025389,0.00425,0.68376
1,1005.9,19799,-0.22475,0,-10.444,0,0.0093559,0.00425,0.76377
1,1013.6,47506,-0.010148,0,-10.64,0,0.013917,0.00425,0.66184
1,1012.6,43797,-0.1092,0,-10.996,0,0.0080283,0.00425,0.46138
1,1001.8,6477.1,0.59696,0,-14.324,0,0.1401,0.00425,0.69882
1,1007.5,25504,0.19177,0,-17.423,0,0.051693,0.00425,0.75001
1,1000.1,450.2,-1.3043,0,-13.633,0,0.14479,0.00425,0.7437
0,1000,5.239,0,0,0,0,-0.02125,0.00425,0.49725
1,1017.3,60649,-0.31011,0,-13.239,0,0.023595,0.00425,0.42499
1,1017.7,62569,0.056909,0,-14.446,0,0.13816,0.00425,0.71942
1,1010.9,37504,0.18058,0,-18.378,0,0.075954,0.00425,0.79155
1,1016.8,58993,0.81173,0,-11.018,0,0.012893,0.00425,0.4694
1,1016.3,57232,0.38463,0,-17.51,0,0.11111,0.00425,0.72182
1,1010.3,35717,0.13871,0,-16.996,0,0.046751,0.00425,0.54847
1,996.48,-11832,0.82794,0,-14.949,0,0.031914,0.00425,0.73061
1,1009.4,32213,-0.47543,0,-14.67,0,0.033331,0.00425,0.71639
1,1007.9,27126,-0.20422,0,-18.768,0,0.097333,0.00425,0.77168
1,1012.9,44422,-0.25605,0,-14.227,0,0.02773,0.00425,0.42482
0,1007.1,24046,0,0,0,0,-0.00425,0.00425,0.40375
1,1014.5,50694,0.11442,0,-15.017,0,0.031456,0.00425,0.56458
1,1010,34350,-0.20688,0,-14.465,0,0.032496,0.00425,0.5803
1,1017,59631,-0.060214,0,-17.77,0,0.10543,0.00425,0.78333
1,1019,66875,-0.10492,0,-11.123,0,0.016437,0.00425,0.76731
1,1019.8,70097,-0.083157,0,-16.11,0,0.044824,0.00425,0.71664
1,1015.8,54943,1.0122,0,-11.117,0,0.16006,0.00425,0.7367
1,1000.9,2962.9,0.7552,0,-14.276,0,0.027578,0.00425,0.40716
1,1012.9,44997,-0.32736,0,-14.572,0,0.03062,0.00425,0.75272
1,1016.3,56904,-0.18255,0,-18.286,0,0.079145,0.00425,0.764
1,1010.8,37613,-0.12934,0,-14.369,0,0.13995,0.00425,0.78186
1,1008.5,28977,-0.46103,0,-16.13,0,0.04521,0.00425,0.45648
1,1016.1,56415,0.38662,0,-17.288,0,0.11448,0.00425,0.80795
1,1014.5,50320,-0.15965,0,-13.602,0,0.025779,0.00425,0.42008
1,998.89,-3886.3,-0.11296,0,-9.689,0,0.1631,0.00425,-0.018033
1,998.89,-3886.3,-0.11296,0,-9.689,0,0.1631,0.00425,0.84047
1,1004.7,15735,-0.26346,0,-10.542,0,0.00891,0.00425,0.60836
1,1008.7,29801,-0.0042641,0,-17.268,0,0.12029,0.00425,0.74068
1,1011.1,37709,-0.34034,0,-16.127,0,0.04124,0.00425,0.73179
1,1013.7,47590,-0.64108,0,-10.217,0,0.15986,0.00425,0.81027
1,999.99,-85.513,-0.18857,0,-10.883,0,0.0078662,0.00425,0.79367
1,1009.7,33490,-0.074228,0,-14.968,0,0.03167,0.00425,0.78327
1,1009.7,33248,0.23668,0,-10.479,0,0.011186,0.00425,0.56524
1,1015.2,53057,-0.35287,0,-13.583,0,0.023441,0.00425,0.51109
1,1007.9,26958,-0.31263,0,-18.259,0,0.10887,0.00425,0.71247
1,1013.6,47331,0.048916,0,-14.774,0,0.035724,0.00425,0.55503
1,1012.2,42207,0.7323,0,-10.923,0,0.010876,0.00425,0.74041
1,1016,55867,0.14123,0,-11.145,0,0.015511,0.00425,0.53046
1,1014.5,50484,-0.50011,0,-17.22,0,0.054794,0.00425,0.65571
1,1017.7,62130,0.47013,0,-11.417,0,0.017682,0.00425,0.56771
1,1014.9,51652,-0.33298,0,-16.461,0,0.044748,0.00425,0.74165
1,1011.6,40159,0.43707,0,-10.863,0,0.0099315,0.00425,0.64927
1,1009.7,33029,0.14379,0,-18.729,0,0.096172,0.00425,0.79308
1,1005.6,19066,0.15668,0,-10.781,0,0.0082151,0.00425,0.6476
1,1015,52353,0.17161,0,-14.506,0,0.030075,0.00425,0.49772
1,1017.9,63029,-0.40306,0,-14.722,0,0.13447,0.00425,0.79463
1,1012.6,43717,0.28019,0,-14.469,0,0.032914,0.00425,0.50067
1,1015.5,54431,-0.24034,0,-16.703,0,0.049952,0.00425,0.50331
1,1014.8,51679,-0.11658,0,-14.086,0,0.029405,0.00425,0.5441
1,1018.5,64857,-0.083921,0,-10.911,0,0.016172,0.00425,0.81978
1,1010.1,34994,0.17864,0,-10.903,0,0.0090445,0.00425,-0.031049
1,1010.1,34994,0.17864,0,-10.903,0,0.0090445,0.00425,0.82745
0,1000,2.8275,0,0,0,0,-0.02125,0.00425,0.53125
1,1016.5,57968,0.37908,0,-17.197,0,0.11587,0.00425,0.7192
1,998.78,-4039.9,0.027008,0,-10.806,0,0.009909,0.00425,0.2083
1,1016.8,58922,0.18051,0,-18.458,0,0.084319,0.00425,0.76048
0,1000,2.2588,0,0,0,0,-0.02125,0.00425,0.52275
1,1015.3,53665,-0.31252,0,-15.581,0,0.12875,0.00425,0.78283
1,1016.7,58495,0.13928,0,-16.557,0,0.050001,0.00425,0.41262
1,1013.7,47338,0.098409,0,-18.125,0,0.10313,0.00425,0.78696
1,1014,48772,0.029084,0,-18.45,0,0.070463,0.00425,0.75647
1,1011.5,39827,0.073242,0,-18.373,0,0.067513,0.00425,0.80774
1,1001.3,4011.9,0.18862,0,-10.195,0,0.01062,0.00425,0.70129
1,1009,30979,0.25275,0,-13.514,0,0.14444,0.00425,0.81141
1,1013.4,46398,0.080751,0,-15.053,0,0.13815,0.00425,0.74289
0,1002.3,7753.1,0,0,0,0,-0.01275,0.00425,0.43775
1,1013.9,48282,-0.12601,0,-17.955,0,0.063765,0.00425,0.72133
0,1003.2,10943,0,0,0,0,-0.01275,0.00425,0.50575
1,1014.5,50369,-0.58608,0,-15.864,0,0.044346,0.00425,0.68125
1,1006.1,20612,-0.39266,0,-10.177,0,0.0090762,0.00425,0.76653
1,1012.8,44441,0.57128,0,-10.965,0,0.014297,0.00425,0.43802
1,1018.4,64589,0.48701,0,-16.619,0,0.12045,0.00425,0.8049
1,1018.3,64184,-0.61853,0,-15.832,0,0.0418,0.00425,0.72118
1,1020.1,71183,0.044844,0,-18.472,0,0.085851,0.00425,0.70892
1,1012.8,44227,-0.25981,0,-17.478,0,0.10834,0.00425,0.70412
1,1009.4,32277,-0.075447,0,-13.39,0,0.022664,0.00425,0.48409
1,1013.5,46875,-0.31068,0,-14.066,0,0.14182,0.00425,0.75705
1,1008.8,29816,0.86192,0,-10.108,0,0.15917,0.00425,0.72873
1,1017.5,61321,0.019768,0,-13.879,0,0.02497,0.00425,0.79756
1,1002.2,7201.8,0.074373,0,-10.233,0,0.0095405,0.00425,0.58114
1,1009,30763,-0.41374,0,-16.625,0,0.047452,0.00425,0.5337
0,1004.3,14681,0,0,0,0,-0.01275,0.00425,0.49725
1,1009.6,33197,-0.092587,0,-18.486,0,0.10453,0.00425,0.72001
1,1014.9,52097,-0.50802,0,-13.076,0,0.020125,0.00425,0.50564
0,1018.2,63902,0,0,0,0,-0.00425,0.00425,0.48025
1,1009.4,32438,-0.060395,0,-17.776,0,0.11247,0.00425,0.74168
1,1010.5,36079,-0.086488,0,-18.716,0,0.076526,0.00425,0.74099
1,1009.5,32645,0.20688,0,-18.975,0,0.081701,0.00425,0.73292
1,1014,48569,0.22219,0,-15.071,0,0.03261,0.00425,0.82445
1,1007.9,26983,0.096351,0,-17.839,0,0.060734,0.00425,0.73313
1,1012.9,44776,0.068276,0,-17.911,0,0.11181,0.00425,-0.026361
1,1012.9,44776,0.068276,0,-17.911,0,0.11181,0.00425,0.83214
1,1021.5,76484,-0.41152,0,-10.975,0,0.014727,0.00425,0.45071
1,1008.9,30322,-0.14911,0,-16.919,0,0.046461,0.00425,0.57117
1,1015.3,53501,0.39702,0,-10.824,0,0.011583,0.00425,0.65445
1,1014,48330,0.072625,0,-16.423,0,0.045701,0.00425,0.48249
1,1009.9,33441,-0.40109,0,-18.132,0,0.10675,0.00425,0.75438
1,1019.1,67689,0.30922,0,-15.178,0,0.033221,0.00425,0.68839
1,1013.6,47482,0.33257,0,-15.879,0,0.03816,0.00425,0.70125
1,1012.5,43259,-0.40977,0,-16.467,0,0.046357,0.00425,0.53
1,1009.3,31754,0.24594,0,-13.33,0,0.026284,0.00425,0.67402
1,1005.3,18146,-0.040741,0,-17.69,0,0.053477,0.00425,0.49236
1,1012.3,42525,-0.11009,0,-17.932,0,0.10489,0.00425,-0.0087844
1,1012.3,42525,-0.11009,0,-17.932,0,0.10489,0.00425,0.84972
1,1006.4,21745,0.36304,0,-10.754,0,0.0096015,0.00425,0.73684
1,1017.7,62466,0.013744,0,-16.911,0,0.049684,0.00425,0.61812
1,1011.1,38348,0.15551,0,-15.69,0,0.13319,0.00425,0.76325
1,1003,10536,0.07478,0,-18.771,0,0.10413,0.00425,0.80109
0,1006.8,23295,0,0,0,0,0.18275,0.00425,0.70975
1,1014.7,50649,-0.16575,0,-15.999,0,0.04342,0.00425,0.48125
1,1020.2,71599,-0.42662,0,-11.438,0,0.15303,0.00425,0.75188
1,1014.9,52202,-0.10129,0,-16.788,0,0.047951,0.00425,0.51946
1,997.98,-6667.8,-0.47362,0,-10.171,0,0.0092689,0.00425,0.49882
1,978.34,-67554,-0.97577,0,-9.2546,0,0.0078034,0.00425,0.72192
1,1010.7,37183,-0.24937,0,-16.381,0,0.044608,0.00425,0.35893
1,1008.9,30759,-0.11052,0,-17.263,0,0.050942,0.00425,0.64552
1,1016.7,58623,-0.12167,0,-18.208,0,0.068292,0.00425,0.72947
1,1012.7,44175,-0.43267,0,-13.684,0,0.028344,0.00425,0.57671
1,1017.8,62692,-0.31987,0,-11.201,0,0.15664,0.00425,0.77931
1,1020.4,72114,0.7075,0,-12.776,0,0.14719,0.00425,0.76298
1,1016.5,57733,-0.1971,0,-15.005,0,0.035369,0.00425,0.47217
1,1012.3,42438,0.43148,0,-18.598,0,0.092341,0.00425,0.75849
0,1033.8,1.2388e+05,0,0,0,0,0.17425,0.00425,0.73525
1,1009.6,33190,0.60347,0,-14.598,0,0.034988,0.00425,0.74143
1,1010.1,34555,0.32122,0,-14.068,0,0.029348,0.00425,0.62034
1,1013.5,47127,0.22152,0,-17.253,0,0.054933,0.00425,0.78776
0,1004.7,16240,0,0,0,0,0.18275,0.00425,0.81175
1,1006.7,22648,-0.22292,0,-18.676,0,0.095778,0.00425,0.72025
1,1011.2,38341,-0.087435,0,-14.413,0,0.031078,0.00425,0.68298
1,1006.1,20798,0.25394,0,-17.235,0,0.045345,0.00425,0.60632
1,1019.7,69459,0.75976,0,-12.055,0,0.15822,0.00425,0.76983
